Point Magnitude;p;T.interface;T.liquid;T.vapour;U_magnitude;alpha.liquid;alpha.vapour
0.738196;1.48E+07;613.999;606.092;613.999;4.75048;0.434492;0
0.739852;1.48E+07;613.999;606.124;613.999;4.75127;0.434492;0
0.741507;1.48E+07;613.999;606.156;613.999;4.75206;0.434492;0
0.743162;1.48E+07;613.999;606.187;613.999;4.75285;0.434492;0
0.744817;1.48E+07;613.999;606.219;613.999;4.75365;0.434492;0
0.746472;1.48E+07;613.999;606.25;613.999;4.75444;0.434492;0
0.748127;1.48E+07;613.999;606.281;613.999;4.75524;0.434492;0
0.749782;1.48E+07;613.999;606.313;613.999;4.75603;0.434492;0
0.751438;1.48E+07;613.998;606.344;613.998;4.75683;0.434492;0
0.753093;1.48E+07;613.998;606.376;613.998;4.75763;0.434492;0
0.754748;1.48E+07;613.998;606.407;613.998;4.75842;0.434492;0
0.756403;1.48E+07;613.998;606.438;613.998;4.75922;0.434492;0
0.758058;1.48E+07;613.998;606.47;613.998;4.76001;0.434492;0
0.759713;1.48E+07;613.998;606.501;613.998;4.76081;0.434492;0
0.761368;1.48E+07;613.997;606.533;613.997;4.7616;0.434492;0
0.763024;1.48E+07;613.997;606.564;613.997;4.7624;0.434492;0
0.764679;1.48E+07;613.997;606.596;613.997;4.7632;0.434492;0
0.766334;1.48E+07;613.997;606.627;613.997;4.76399;0.434492;0
0.767989;1.48E+07;613.997;606.658;613.997;4.76479;0.434492;0
0.769644;1.48E+07;613.997;606.689;613.997;4.76559;0.434492;0
0.771299;1.48E+07;613.997;606.72;613.997;4.76639;0.434492;0
0.772955;1.48E+07;613.997;606.752;613.997;4.76719;0.434492;0
0.77461;1.48E+07;613.996;606.783;613.996;4.76798;0.434492;0
0.776265;1.48E+07;613.996;606.814;613.996;4.76878;0.434492;0
0.77792;1.48E+07;613.996;606.845;613.996;4.76958;0.434492;0
0.779575;1.48E+07;613.996;606.876;613.996;4.77038;0.434492;0
0.78123;1.48E+07;613.996;606.908;613.996;4.77118;0.434492;0
0.782885;1.48E+07;613.996;606.939;613.996;4.77198;0.434492;0
0.784541;1.48E+07;613.996;606.97;613.996;4.77278;0.434492;0
0.786196;1.48E+07;613.996;607.001;613.996;4.77357;0.434492;0
0.787851;1.48E+07;613.996;607.032;613.996;4.77437;0.434492;0
0.789506;1.48E+07;613.995;607.063;613.995;4.77517;0.434492;0
0.791161;1.48E+07;613.995;607.094;613.995;4.77598;0.434492;0
0.792816;1.48E+07;613.995;607.125;613.995;4.77678;0.434492;0
0.794471;1.48E+07;613.995;607.156;613.995;4.77758;0.434492;0
0.796127;1.48E+07;613.995;607.188;613.995;4.77838;0.434492;0
0.797782;1.48E+07;613.995;607.219;613.995;4.77918;0.434492;0
0.799437;1.48E+07;613.995;607.25;613.995;4.77999;0.434492;0
0.801092;1.48E+07;613.995;607.281;613.995;4.78079;0.434492;0
0.802747;1.48E+07;613.995;607.312;613.995;4.78159;0.434492;0
0.804402;1.48E+07;613.994;607.343;613.994;4.78239;0.434492;0
0.806058;1.48E+07;613.994;607.374;613.994;4.78319;0.434492;0
0.807713;1.48E+07;613.994;607.405;613.994;4.784;0.434492;0
0.809368;1.48E+07;613.994;607.436;613.994;4.7848;0.434492;0
0.811023;1.48E+07;613.994;607.467;613.994;4.7856;0.434492;0
0.812678;1.48E+07;613.994;607.498;613.994;4.78641;0.434492;0
0.814333;1.48E+07;613.994;607.528;613.994;4.78721;0.434492;0
0.815988;1.48E+07;613.994;607.559;613.994;4.78802;0.434492;0
0.817644;1.48E+07;613.993;607.59;613.993;4.78882;0.434492;0
0.819299;1.48E+07;613.993;607.621;613.993;4.78963;0.434492;0
0.820954;1.48E+07;613.993;607.652;613.993;4.79043;0.434492;0
0.822609;1.48E+07;613.993;607.683;613.993;4.79124;0.434492;0
0.824264;1.48E+07;613.993;607.714;613.993;4.79204;0.434492;0
0.825919;1.48E+07;613.993;607.744;613.993;4.79285;0.434492;0
0.827574;1.48E+07;613.992;607.775;613.992;4.79365;0.434492;0
0.82923;1.48E+07;613.992;607.806;613.992;4.79446;0.434492;0
0.830885;1.48E+07;613.992;607.837;613.992;4.79526;0.434492;0
0.83254;1.48E+07;613.992;607.868;613.992;4.79607;0.434492;0
0.834195;1.48E+07;613.992;607.898;613.992;4.79688;0.434492;0
0.83585;1.48E+07;613.992;607.929;613.992;4.79769;0.434492;0
0.837505;1.48E+07;613.992;607.96;613.992;4.79849;0.434492;0
0.839161;1.48E+07;613.991;607.99;613.991;4.7993;0.434492;0
0.840816;1.48E+07;613.991;608.021;613.991;4.80011;0.434492;0
0.842471;1.48E+07;613.991;608.052;613.991;4.80092;0.434492;0
0.844126;1.48E+07;613.991;608.082;613.991;4.80173;0.434492;0
0.845781;1.48E+07;613.991;608.113;613.991;4.80254;0.434492;0
0.847436;1.48E+07;613.991;608.144;613.991;4.80334;0.434492;0
0.849091;1.48E+07;613.991;608.174;613.991;4.80415;0.434492;0
0.850747;1.48E+07;613.99;608.205;613.99;4.80496;0.434492;0
0.852402;1.48E+07;613.99;608.236;613.99;4.80577;0.434492;0
0.854057;1.48E+07;613.99;608.266;613.99;4.80658;0.434492;0
0.855712;1.48E+07;613.99;608.297;613.99;4.80739;0.434492;0
0.857367;1.48E+07;613.99;608.327;613.99;4.8082;0.434492;0
0.859022;1.48E+07;613.99;608.358;613.99;4.80901;0.434492;0
0.860677;1.48E+07;613.99;608.388;613.99;4.80982;0.434492;0
0.862333;1.48E+07;613.99;608.419;613.99;4.81063;0.434492;0
0.863988;1.48E+07;613.989;608.449;613.989;4.81144;0.434492;0
0.865643;1.48E+07;613.989;608.48;613.989;4.81226;0.434492;0
0.867298;1.48E+07;613.989;608.51;613.989;4.81307;0.434492;0
0.868953;1.48E+07;613.989;608.541;613.989;4.81388;0.434492;0
0.870608;1.48E+07;613.989;608.571;613.989;4.81469;0.434492;0
0.872263;1.48E+07;613.989;608.602;613.989;4.8155;0.434492;0
0.873919;1.48E+07;613.989;608.633;613.989;4.81632;0.434492;0
0.875574;1.48E+07;613.989;608.663;613.989;4.81713;0.434492;0
0.877229;1.48E+07;613.989;608.693;613.989;4.81794;0.434492;0
0.878884;1.48E+07;613.988;608.723;613.988;4.8189;0.434462;2.96E-05
0.880539;1.48E+07;613.988;608.753;613.988;4.8199;0.434425;6.72E-05
0.882194;1.48E+07;613.988;608.782;613.988;4.8209;0.434387;0.000104768
0.88385;1.48E+07;613.988;608.812;613.988;4.82191;0.43435;0.000142339
0.885505;1.48E+07;613.988;608.842;613.988;4.82291;0.434312;0.00017991
0.88716;1.48E+07;613.988;608.871;613.988;4.82391;0.434275;0.000217482
0.888815;1.48E+07;613.988;608.901;613.988;4.82491;0.434237;0.000255052
0.89047;1.48E+07;613.988;608.93;613.988;4.82591;0.4342;0.000292623
0.892125;1.48E+07;613.988;608.96;613.988;4.82692;0.434162;0.000330194
0.89378;1.48E+07;613.987;608.99;613.987;4.82792;0.434124;0.000367766
0.895436;1.48E+07;613.987;609.019;613.987;4.82892;0.434087;0.000405337
0.897091;1.48E+07;613.987;609.049;613.987;4.82992;0.434049;0.000442908
0.898746;1.48E+07;613.987;609.078;613.987;4.83092;0.434012;0.00048048
0.900401;1.48E+07;613.987;609.107;613.987;4.83212;0.43395;0.000542183
0.902056;1.48E+07;613.987;609.135;613.987;4.83363;0.433847;0.000645691
0.903711;1.48E+07;613.987;609.163;613.987;4.83515;0.433743;0.0007492
0.905366;1.48E+07;613.987;609.191;613.987;4.83667;0.43364;0.000852712
0.907022;1.48E+07;613.986;609.219;613.986;4.83819;0.433536;0.00095622
0.908677;1.48E+07;613.986;609.247;613.986;4.83971;0.433433;0.00105973
0.910332;1.48E+07;613.986;609.275;613.986;4.84123;0.433329;0.00116324
0.911987;1.48E+07;613.986;609.303;613.986;4.84275;0.433226;0.00126675
0.913642;1.48E+07;613.986;609.331;613.986;4.84427;0.433122;0.00137026
0.915297;1.48E+07;613.986;609.359;613.986;4.84578;0.433019;0.00147377
0.916952;1.48E+07;613.985;609.387;613.985;4.8473;0.432915;0.00157728
0.918608;1.48E+07;613.985;609.415;613.985;4.84882;0.432812;0.00168079
0.920263;1.48E+07;613.985;609.443;613.985;4.85034;0.432708;0.0017843
0.921918;1.48E+07;613.985;609.471;613.985;4.85186;0.432605;0.00188781
0.923573;1.48E+07;613.985;609.498;613.985;4.85392;0.432453;0.00203958
0.925228;1.48E+07;613.985;609.524;613.985;4.85602;0.432298;0.00219425
0.926883;1.48E+07;613.985;609.551;613.985;4.85812;0.432144;0.00234893
0.928539;1.48E+07;613.984;609.577;613.985;4.86022;0.431989;0.0025036
0.930194;1.48E+07;613.984;609.604;613.984;4.86232;0.431834;0.00265827
0.931849;1.48E+07;613.984;609.63;613.984;4.86442;0.43168;0.00281294
0.933504;1.48E+07;613.984;609.657;613.984;4.86652;0.431525;0.00296762
0.935159;1.48E+07;613.984;609.683;613.984;4.86862;0.43137;0.00312229
0.936814;1.48E+07;613.984;609.71;613.984;4.87071;0.431216;0.00327696
0.938469;1.48E+07;613.984;609.736;613.984;4.87281;0.431061;0.00343163
0.940125;1.48E+07;613.983;609.763;613.984;4.87491;0.430906;0.0035863
0.94178;1.48E+07;613.983;609.789;613.984;4.87701;0.430752;0.00374097
0.943435;1.48E+07;613.983;609.816;613.984;4.87911;0.430597;0.00389564
0.94509;1.48E+07;613.983;609.841;613.983;4.88144;0.430421;0.00407168
0.946745;1.48E+07;613.983;609.866;613.983;4.884;0.430225;0.00426736
0.9484;1.48E+07;613.983;609.891;613.983;4.88655;0.43003;0.00446303
0.950055;1.48E+07;613.982;609.916;613.983;4.8891;0.429834;0.00465872
0.951711;1.48E+07;613.982;609.941;613.983;4.89166;0.429638;0.0048544
0.953366;1.48E+07;613.982;609.966;613.983;4.89421;0.429443;0.00505007
0.955021;1.48E+07;613.982;609.991;613.983;4.89676;0.429247;0.00524575
0.956676;1.48E+07;613.982;610.016;613.983;4.89932;0.429051;0.00544143
0.958331;1.48E+07;613.982;610.041;613.983;4.90187;0.428856;0.00563711
0.959986;1.48E+07;613.982;610.066;613.982;4.90442;0.42866;0.00583279
0.961642;1.48E+07;613.981;610.091;613.982;4.90698;0.428464;0.00602847
0.963297;1.48E+07;613.981;610.116;613.982;4.90953;0.428269;0.00622415
0.964952;1.48E+07;613.981;610.141;613.982;4.91208;0.428073;0.00641983
0.966607;1.48E+07;613.981;610.166;613.982;4.91467;0.427874;0.00661873
0.968262;1.48E+07;613.981;610.189;613.982;4.91759;0.427646;0.00684707
0.969917;1.48E+07;613.981;610.213;613.982;4.92051;0.427417;0.00707541
0.971572;1.48E+07;613.98;610.236;613.982;4.92342;0.427189;0.00730374
0.973228;1.48E+07;613.98;610.26;613.982;4.92634;0.426961;0.00753209
0.974883;1.48E+07;613.98;610.283;613.981;4.92926;0.426732;0.00776043
0.976538;1.48E+07;613.98;610.306;613.981;4.93217;0.426504;0.00798877
0.978193;1.48E+07;613.98;610.33;613.981;4.93509;0.426276;0.00821712
0.979848;1.48E+07;613.979;610.353;613.981;4.93801;0.426047;0.00844546
0.981503;1.48E+07;613.979;610.377;613.981;4.94092;0.425819;0.0086738
0.983158;1.48E+07;613.979;610.4;613.981;4.94384;0.425591;0.00890214
0.984814;1.48E+07;613.979;610.424;613.981;4.94676;0.425362;0.00913048
0.986469;1.48E+07;613.979;610.447;613.981;4.94967;0.425134;0.00935882
0.988124;1.48E+07;613.979;610.47;613.981;4.95259;0.424906;0.00958716
0.989779;1.48E+07;613.978;610.493;613.98;4.95567;0.424664;0.00982833
0.991434;1.48E+07;613.978;610.514;613.98;4.95883;0.424417;0.0100756
0.993089;1.48E+07;613.978;610.536;613.98;4.96199;0.42417;0.0103229
0.994744;1.48E+07;613.978;610.558;613.98;4.96515;0.423922;0.0105702
0.9964;1.48E+07;613.977;610.58;613.98;4.96831;0.423675;0.0108176
0.998055;1.48E+07;613.977;610.601;613.98;4.97146;0.423428;0.0110649
0.99971;1.48E+07;613.977;610.623;613.98;4.97462;0.423181;0.0113122
1.00137;1.48E+07;613.977;610.645;613.98;4.97778;0.422933;0.0115595
1.00302;1.48E+07;613.977;610.666;613.979;4.98094;0.422686;0.0118068
1.00468;1.48E+07;613.976;610.688;613.979;4.9841;0.422439;0.0120541
1.00633;1.48E+07;613.976;610.71;613.979;4.98726;0.422191;0.0123014
1.00799;1.48E+07;613.976;610.732;613.979;4.99042;0.421944;0.0125487
1.00964;1.48E+07;613.976;610.753;613.979;4.99358;0.421697;0.012796
1.0113;1.48E+07;613.975;610.775;613.979;4.99674;0.421451;0.0130418
1.01295;1.48E+07;613.975;610.795;613.979;4.99993;0.421209;0.0132833
1.01461;1.48E+07;613.975;610.815;613.979;5.00312;0.420968;0.0135248
1.01626;1.48E+07;613.975;610.836;613.979;5.00631;0.420726;0.0137663
1.01792;1.48E+07;613.975;610.856;613.978;5.00949;0.420485;0.0140078
1.01957;1.48E+07;613.974;610.877;613.978;5.01268;0.420243;0.0142493
1.02123;1.48E+07;613.974;610.897;613.978;5.01587;0.420002;0.0144907
1.02288;1.48E+07;613.974;610.917;613.978;5.01906;0.41976;0.0147322
1.02454;1.48E+07;613.974;610.938;613.978;5.02225;0.419519;0.0149737
1.02619;1.48E+07;613.974;610.958;613.978;5.02543;0.419277;0.0152152
1.02785;1.48E+07;613.974;610.978;613.978;5.02862;0.419036;0.0154567
1.0295;1.48E+07;613.973;610.999;613.977;5.03181;0.418794;0.0156982
1.03116;1.48E+07;613.973;611.019;613.977;5.035;0.418553;0.0159397
1.03281;1.48E+07;613.973;611.04;613.977;5.03819;0.418311;0.0161811
1.03447;1.48E+07;613.973;611.059;613.977;5.04133;0.41807;0.0164222
1.03612;1.48E+07;613.973;611.079;613.977;5.04446;0.417829;0.0166632
1.03778;1.48E+07;613.972;611.098;613.977;5.04759;0.417588;0.0169042
1.03943;1.48E+07;613.972;611.118;613.976;5.05072;0.417347;0.0171452
1.04109;1.48E+07;613.972;611.137;613.976;5.05386;0.417106;0.0173862
1.04274;1.48E+07;613.972;611.157;613.976;5.05699;0.416865;0.0176272
1.0444;1.48E+07;613.971;611.176;613.976;5.06012;0.416624;0.0178682
1.04605;1.48E+07;613.971;611.196;613.976;5.06325;0.416383;0.0181092
1.04771;1.48E+07;613.971;611.215;613.976;5.06638;0.416142;0.0183502
1.04936;1.48E+07;613.971;611.234;613.976;5.06952;0.415901;0.0185912
1.05102;1.48E+07;613.971;611.254;613.975;5.07265;0.41566;0.0188322
1.05267;1.48E+07;613.97;611.273;613.975;5.07578;0.415419;0.0190732
1.05433;1.48E+07;613.97;611.293;613.975;5.07891;0.415178;0.0193141
1.05598;1.48E+07;613.97;611.312;613.975;5.08213;0.414923;0.0195693
1.05764;1.48E+07;613.97;611.331;613.975;5.08547;0.414647;0.019845
1.0593;1.48E+07;613.969;611.349;613.975;5.08881;0.414372;0.0201206
1.06095;1.48E+07;613.969;611.368;613.974;5.09215;0.414096;0.0203963
1.06261;1.48E+07;613.969;611.386;613.974;5.09548;0.41382;0.020672
1.06426;1.48E+07;613.969;611.405;613.974;5.09882;0.413545;0.0209477
1.06592;1.48E+07;613.968;611.423;613.974;5.10216;0.413269;0.0212233
1.06757;1.48E+07;613.968;611.442;613.974;5.1055;0.412993;0.021499
1.06923;1.48E+07;613.968;611.46;613.974;5.10884;0.412718;0.0217747
1.07088;1.48E+07;613.968;611.479;613.974;5.11218;0.412442;0.0220503
1.07254;1.48E+07;613.967;611.497;613.973;5.11552;0.412166;0.022326
1.07419;1.48E+07;613.967;611.516;613.973;5.11886;0.411891;0.0226017
1.07585;1.48E+07;613.967;611.534;613.973;5.1222;0.411615;0.0228773
1.0775;1.48E+07;613.967;611.553;613.973;5.12554;0.411339;0.023153
1.07916;1.48E+07;613.966;611.57;613.973;5.12926;0.411036;0.0234567
1.08081;1.48E+07;613.966;611.588;613.973;5.13298;0.410732;0.0237608
1.08247;1.48E+07;613.966;611.605;613.973;5.13671;0.410428;0.0240649
1.08412;1.48E+07;613.966;611.623;613.972;5.14044;0.410123;0.024369
1.08578;1.48E+07;613.965;611.64;613.972;5.14416;0.409819;0.0246731
1.08743;1.48E+07;613.965;611.658;613.972;5.14789;0.409515;0.0249772
1.08909;1.48E+07;613.965;611.675;613.972;5.15162;0.409211;0.0252813
1.09074;1.48E+07;613.965;611.693;613.972;5.15534;0.408907;0.0255854
1.0924;1.48E+07;613.965;611.71;613.972;5.15907;0.408603;0.0258895
1.09405;1.48E+07;613.964;611.728;613.971;5.1628;0.408299;0.0261936
1.09571;1.48E+07;613.964;611.745;613.971;5.16652;0.407995;0.0264977
1.09736;1.48E+07;613.964;611.763;613.971;5.17025;0.40769;0.0268018
1.09902;1.48E+07;613.964;611.78;613.971;5.17398;0.407386;0.0271059
1.10067;1.48E+07;613.963;611.797;613.971;5.17784;0.407077;0.0274153
1.10233;1.48E+07;613.963;611.814;613.971;5.18181;0.406763;0.0277288
1.10398;1.48E+07;613.963;611.83;613.97;5.18577;0.40645;0.0280422
1.10564;1.48E+07;613.963;611.846;613.97;5.18974;0.406136;0.0283557
1.10729;1.48E+07;613.962;611.863;613.97;5.19371;0.405823;0.0286692
1.10895;1.48E+07;613.962;611.879;613.97;5.19768;0.405509;0.0289827
1.1106;1.48E+07;613.962;611.896;613.97;5.20164;0.405196;0.0292961
1.11226;1.48E+07;613.961;611.912;613.97;5.20561;0.404882;0.0296096
1.11392;1.48E+07;613.961;611.929;613.969;5.20958;0.404569;0.0299231
1.11557;1.48E+07;613.961;611.945;613.969;5.21354;0.404255;0.0302365
1.11723;1.48E+07;613.961;611.961;613.969;5.21751;0.403942;0.03055
1.11888;1.48E+07;613.96;611.978;613.969;5.22148;0.403628;0.0308635
1.12054;1.48E+07;613.96;611.994;613.969;5.22545;0.403315;0.031177
1.12219;1.48E+07;613.96;612.011;613.969;5.22943;0.403;0.0314919
1.12385;1.48E+07;613.96;612.026;613.968;5.23354;0.402676;0.0318159
1.1255;1.48E+07;613.959;612.041;613.968;5.23765;0.402352;0.0321399
1.12716;1.48E+07;613.959;612.057;613.968;5.24176;0.402028;0.0324639
1.12881;1.48E+07;613.959;612.072;613.968;5.24587;0.401704;0.0327879
1.13047;1.48E+07;613.958;612.088;613.968;5.24998;0.40138;0.0331119
1.13212;1.48E+07;613.958;612.103;613.967;5.25409;0.401056;0.0334359
1.13378;1.48E+07;613.958;612.118;613.967;5.25819;0.400732;0.0337599
1.13543;1.48E+07;613.958;612.134;613.967;5.2623;0.400408;0.0340839
1.13709;1.48E+07;613.957;612.149;613.967;5.26641;0.400084;0.0344079
1.13874;1.48E+07;613.957;612.164;613.967;5.27052;0.39976;0.0347319
1.1404;1.48E+07;613.957;612.18;613.966;5.27463;0.399436;0.0350559
1.14205;1.48E+07;613.956;612.195;613.966;5.27874;0.399112;0.0353799
1.14371;1.48E+07;613.956;612.211;613.966;5.28285;0.398788;0.0357039
1.14536;1.48E+07;613.956;612.225;613.966;5.28706;0.398458;0.0360344
1.14702;1.48E+07;613.955;612.24;613.966;5.29132;0.398125;0.0363674
1.14867;1.48E+07;613.955;612.254;613.966;5.29558;0.397792;0.0367005
1.15033;1.48E+07;613.955;612.269;613.965;5.29984;0.397459;0.0370335
1.15198;1.48E+07;613.954;612.283;613.965;5.3041;0.397126;0.0373666
1.15364;1.48E+07;613.954;612.297;613.965;5.30835;0.396793;0.0376997
1.15529;1.48E+07;613.954;612.312;613.965;5.31261;0.396459;0.0380327
1.15695;1.48E+07;613.953;612.326;613.965;5.31687;0.396126;0.0383658
1.1586;1.48E+07;613.953;612.341;613.964;5.32113;0.395793;0.0386988
1.16026;1.48E+07;613.953;612.355;613.964;5.32539;0.39546;0.0390319
1.16191;1.48E+07;613.952;612.37;613.964;5.32964;0.395127;0.0393649
1.16357;1.48E+07;613.952;612.384;613.964;5.3339;0.394794;0.039698
1.16522;1.48E+07;613.952;612.398;613.964;5.33816;0.394461;0.0400311
1.16688;1.48E+07;613.951;612.412;613.963;5.34246;0.394126;0.0403664
1.16854;1.48E+07;613.951;612.426;613.963;5.34686;0.393785;0.0407073
1.17019;1.48E+07;613.951;612.439;613.963;5.35126;0.393444;0.0410482
1.17185;1.48E+07;613.95;612.453;613.963;5.35565;0.393103;0.0413891
1.1735;1.48E+07;613.95;612.466;613.963;5.36005;0.392762;0.04173
1.17516;1.48E+07;613.95;612.479;613.963;5.36445;0.392421;0.0420709
1.17681;1.48E+07;613.949;612.493;613.962;5.36885;0.39208;0.0424118
1.17847;1.48E+07;613.949;612.506;613.962;5.37325;0.391739;0.0427527
1.18012;1.48E+07;613.948;612.52;613.962;5.37765;0.391398;0.0430936
1.18178;1.48E+07;613.948;612.533;613.962;5.38204;0.391057;0.0434345
1.18343;1.48E+07;613.948;612.547;613.962;5.38644;0.390717;0.0437754
1.18509;1.48E+07;613.947;612.56;613.961;5.39084;0.390376;0.0441163
1.18674;1.48E+07;613.947;612.573;613.961;5.39524;0.390035;0.0444572
1.1884;1.48E+07;613.947;612.587;613.961;5.39964;0.389694;0.0447981
1.19005;1.48E+07;613.946;612.599;613.961;5.40415;0.389347;0.0451446
1.19171;1.48E+07;613.946;612.612;613.961;5.40868;0.389;0.0454918
1.19336;1.48E+07;613.945;612.624;613.96;5.4132;0.388653;0.045839
1.19502;1.48E+07;613.945;612.637;613.96;5.41773;0.388306;0.0461863
1.19667;1.48E+07;613.945;612.649;613.96;5.42226;0.387958;0.0465335
1.19833;1.48E+07;613.944;612.662;613.96;5.42679;0.387611;0.0468808
1.19998;1.48E+07;613.944;612.674;613.96;5.43132;0.387264;0.047228
1.20164;1.48E+07;613.944;612.686;613.96;5.43585;0.386917;0.0475753
1.20329;1.48E+07;613.943;612.699;613.959;5.44037;0.38657;0.0479225
1.20495;1.48E+07;613.943;612.711;613.959;5.4449;0.386222;0.0482697
1.2066;1.48E+07;613.942;612.724;613.959;5.44943;0.385875;0.048617
1.20826;1.48E+07;613.942;612.736;613.959;5.45396;0.385528;0.0489642
1.20991;1.48E+07;613.942;612.749;613.959;5.45849;0.385181;0.0493115
1.21157;1.48E+07;613.941;612.761;613.958;5.46307;0.384831;0.0496609
1.21322;1.48E+07;613.941;612.772;613.958;5.46771;0.384479;0.050013
1.21488;1.48E+07;613.941;612.784;613.958;5.47236;0.384127;0.0503651
1.21653;1.48E+07;613.94;612.795;613.958;5.477;0.383775;0.0507172
1.21819;1.48E+07;613.94;612.807;613.957;5.48165;0.383423;0.0510694
1.21984;1.48E+07;613.94;612.818;613.957;5.4863;0.383071;0.0514215
1.2215;1.48E+07;613.939;612.83;613.957;5.49094;0.382719;0.0517736
1.22316;1.48E+07;613.939;612.841;613.957;5.49559;0.382367;0.0521257
1.22481;1.48E+07;613.938;612.853;613.956;5.50023;0.382015;0.0524778
1.22647;1.48E+07;613.938;612.864;613.956;5.50488;0.381662;0.05283
1.22812;1.48E+07;613.938;612.876;613.956;5.50952;0.38131;0.0531821
1.22978;1.48E+07;613.937;612.887;613.956;5.51417;0.380958;0.0535342
1.23143;1.48E+07;613.937;612.899;613.955;5.51881;0.380606;0.0538863
1.23309;1.47E+07;613.937;612.91;613.955;5.52346;0.380254;0.0542385
1.23474;1.47E+07;613.936;612.921;613.955;5.52821;0.379898;0.0545941
1.2364;1.47E+07;613.936;612.931;613.954;5.53296;0.379543;0.0549496
1.23805;1.47E+07;613.935;612.942;613.954;5.53771;0.379187;0.0553052
1.23971;1.47E+07;613.935;612.953;613.954;5.54246;0.378832;0.0556607
1.24136;1.47E+07;613.934;612.963;613.954;5.54721;0.378476;0.0560163
1.24302;1.47E+07;613.934;612.974;613.953;5.55196;0.378121;0.0563718
1.24467;1.47E+07;613.934;612.984;613.953;5.55672;0.377765;0.0567273
1.24633;1.47E+07;613.933;612.995;613.953;5.56147;0.37741;0.0570829
1.24798;1.47E+07;613.933;613.005;613.953;5.56622;0.377054;0.0574384
1.24964;1.47E+07;613.932;613.016;613.952;5.57097;0.376698;0.057794
1.25129;1.47E+07;613.932;613.027;613.952;5.57572;0.376343;0.0581495
1.25295;1.47E+07;613.932;613.037;613.952;5.58047;0.375987;0.0585051
1.2546;1.47E+07;613.931;613.048;613.952;5.58522;0.375632;0.0588606
1.25626;1.47E+07;613.931;613.058;613.951;5.59002;0.375275;0.0592174
1.25791;1.47E+07;613.93;613.068;613.951;5.59486;0.374917;0.059575
1.25957;1.47E+07;613.93;613.077;613.951;5.5997;0.37456;0.0599326
1.26122;1.47E+07;613.929;613.087;613.951;5.60454;0.374202;0.0602902
1.26288;1.47E+07;613.929;613.097;613.951;5.60939;0.373845;0.0606478
1.26453;1.47E+07;613.929;613.106;613.95;5.61423;0.373487;0.0610054
1.26619;1.47E+07;613.928;613.116;613.95;5.61907;0.373129;0.061363
1.26784;1.47E+07;613.928;613.126;613.95;5.62391;0.372772;0.0617206
1.2695;1.47E+07;613.927;613.135;613.95;5.62875;0.372414;0.0620782
1.27115;1.47E+07;613.927;613.145;613.949;5.63359;0.372056;0.0624358
1.27281;1.47E+07;613.926;613.155;613.949;5.63843;0.371699;0.0627934
1.27446;1.47E+07;613.926;613.164;613.949;5.64327;0.371341;0.063151
1.27612;1.47E+07;613.925;613.174;613.949;5.64812;0.370984;0.0635086
1.27777;1.47E+07;613.925;613.184;613.948;5.65297;0.370626;0.0638663
1.27943;1.47E+07;613.924;613.192;613.948;5.65789;0.370268;0.0642246
1.28109;1.47E+07;613.924;613.201;613.948;5.66281;0.369909;0.064583
1.28274;1.47E+07;613.924;613.21;613.948;5.66772;0.369551;0.0649413
1.2844;1.47E+07;613.923;613.219;613.947;5.67264;0.369193;0.0652996
1.28605;1.47E+07;613.923;613.228;613.947;5.67756;0.368834;0.0656579
1.28771;1.47E+07;613.922;613.236;613.947;5.68248;0.368476;0.0660162
1.28936;1.47E+07;613.922;613.245;613.947;5.68739;0.368118;0.0663746
1.29102;1.47E+07;613.921;613.254;613.946;5.69231;0.367759;0.0667329
1.29267;1.47E+07;613.921;613.263;613.946;5.69723;0.367401;0.0670912
1.29433;1.47E+07;613.92;613.272;613.946;5.70214;0.367043;0.0674495
1.29598;1.47E+07;613.92;613.28;613.946;5.70706;0.366684;0.0678078
1.29764;1.47E+07;613.92;613.289;613.945;5.71198;0.366326;0.0681661
1.29929;1.47E+07;613.919;613.298;613.945;5.7169;0.365968;0.0685245
1.30095;1.47E+07;613.919;613.306;613.945;5.72187;0.365609;0.0688831
1.3026;1.47E+07;613.918;613.314;613.944;5.72685;0.365251;0.0692417
1.30426;1.47E+07;613.918;613.322;613.944;5.73184;0.364892;0.0696004
1.30591;1.47E+07;613.917;613.33;613.944;5.73683;0.364533;0.0699591
1.30757;1.47E+07;613.917;613.338;613.944;5.74181;0.364174;0.0703178
1.30922;1.47E+07;613.916;613.346;613.943;5.7468;0.363816;0.0706765
1.31088;1.47E+07;613.916;613.354;613.943;5.75179;0.363457;0.0710352
1.31253;1.47E+07;613.916;613.362;613.943;5.75677;0.363098;0.0713938
1.31419;1.47E+07;613.915;613.37;613.942;5.76176;0.36274;0.0717525
1.31584;1.47E+07;613.915;613.377;613.942;5.76674;0.362381;0.0721112
1.3175;1.47E+07;613.914;613.385;613.942;5.77173;0.362022;0.0724699
1.31915;1.47E+07;613.914;613.393;613.942;5.77672;0.361664;0.0728285
1.32081;1.47E+07;613.913;613.401;613.941;5.7817;0.361305;0.0731872
1.32246;1.47E+07;613.913;613.409;613.941;5.78672;0.360945;0.0735469
1.32412;1.47E+07;613.912;613.416;613.941;5.79179;0.360584;0.0739084
1.32577;1.47E+07;613.912;613.423;613.94;5.79686;0.360222;0.0742699
1.32743;1.47E+07;613.911;613.43;613.94;5.80193;0.359861;0.0746313
