alpha.liquid,alpha.vapour,p,p_rgh,Points_Magnitude,powerDensity,rho,rhoCool,T.interface,T.liquid,T.vapour,U.liquid_0,U.liquid_1,U.liquid_2,U.liquid_Magnitude,U.vapour_0,U.vapour_1,U.vapour_2
nan,nan,nan,nan,0,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.434213,0.000279588,1.47592e+07,1.47592e+07,0.895436,nan,nan,nan,613.986,609.017,613.986,4.82821,0,0,4.82821,4.95603,0,0
0.434187,0.000305503,1.47592e+07,1.47592e+07,0.897091,nan,nan,nan,613.986,609.046,613.986,4.82914,0,0,4.82914,4.96867,0,0
0.434161,0.000331419,1.47592e+07,1.47592e+07,0.898746,nan,nan,nan,613.986,609.076,613.986,4.83008,0,0,4.83008,4.98131,0,0
0.434117,0.000374872,1.47591e+07,1.47591e+07,0.900401,nan,nan,nan,613.986,609.105,613.986,4.83114,0,0,4.83114,4.99968,0,0
0.434044,0.000448707,1.47591e+07,1.47591e+07,0.902056,nan,nan,nan,613.986,609.133,613.986,4.83242,0,0,4.83242,5.02796,0,0
0.43397,0.000522542,1.47591e+07,1.47591e+07,0.903711,nan,nan,nan,613.986,609.161,613.986,4.8337,0,0,4.8337,5.05624,0,0
0.433896,0.000596379,1.47591e+07,1.47591e+07,0.905366,nan,nan,nan,613.986,609.188,613.986,4.83498,0,0,4.83498,5.08452,0,0
0.433822,0.000670214,1.47591e+07,1.47591e+07,0.907022,nan,nan,nan,613.985,609.216,613.985,4.83626,0,0,4.83626,5.1128,0,0
0.433748,0.000744049,1.4759e+07,1.4759e+07,0.908677,nan,nan,nan,613.985,609.244,613.985,4.83754,0,0,4.83754,5.14107,0,0
0.433674,0.000817886,1.4759e+07,1.4759e+07,0.910332,nan,nan,nan,613.985,609.272,613.985,4.83883,0,0,4.83883,5.16935,0,0
0.433601,0.000891721,1.4759e+07,1.4759e+07,0.911987,nan,nan,nan,613.985,609.3,613.985,4.84011,0,0,4.84011,5.19763,0,0
0.433527,0.000965556,1.4759e+07,1.4759e+07,0.913642,nan,nan,nan,613.985,609.328,613.985,4.84139,0,0,4.84139,5.22591,0,0
0.433453,0.00103939,1.47589e+07,1.47589e+07,0.915297,nan,nan,nan,613.985,609.356,613.985,4.84267,0,0,4.84267,5.25419,0,0
0.433379,0.00111323,1.47589e+07,1.47589e+07,0.916952,nan,nan,nan,613.985,609.384,613.985,4.84395,0,0,4.84395,5.28247,0,0
0.433305,0.00118706,1.47589e+07,1.47589e+07,0.918608,nan,nan,nan,613.985,609.412,613.985,4.84523,0,0,4.84523,5.31075,0,0
0.433232,0.0012609,1.47589e+07,1.47589e+07,0.920263,nan,nan,nan,613.985,609.44,613.985,4.84651,0,0,4.84651,5.33903,0,0
0.433158,0.00133473,1.47589e+07,1.47589e+07,0.921918,nan,nan,nan,613.984,609.467,613.984,4.84779,0,0,4.84779,5.36731,0,0
0.433044,0.00144886,1.47588e+07,1.47588e+07,0.923573,nan,nan,nan,613.984,609.494,613.984,4.84947,0,0,4.84947,5.3905,0,0
0.432927,0.0015654,1.47588e+07,1.47588e+07,0.925228,nan,nan,nan,613.984,609.52,613.984,4.85118,0,0,4.85118,5.41339,0,0
0.43281,0.00168195,1.47588e+07,1.47588e+07,0.926883,nan,nan,nan,613.984,609.547,613.984,4.85288,0,0,4.85288,5.43628,0,0
0.432694,0.00179849,1.47587e+07,1.47587e+07,0.928539,nan,nan,nan,613.984,609.573,613.984,4.85459,0,0,4.85459,5.45917,0,0
0.432577,0.00191503,1.47587e+07,1.47587e+07,0.930194,nan,nan,nan,613.984,609.599,613.984,4.85629,0,0,4.85629,5.48206,0,0
0.432461,0.00203158,1.47587e+07,1.47587e+07,0.931849,nan,nan,nan,613.984,609.626,613.984,4.858,0,0,4.858,5.50495,0,0
0.432344,0.00214812,1.47587e+07,1.47587e+07,0.933504,nan,nan,nan,613.984,609.652,613.984,4.8597,0,0,4.8597,5.52784,0,0
0.432228,0.00226466,1.47586e+07,1.47586e+07,0.935159,nan,nan,nan,613.984,609.678,613.984,4.86141,0,0,4.86141,5.55073,0,0
0.432111,0.00238121,1.47586e+07,1.47586e+07,0.936814,nan,nan,nan,613.984,609.705,613.984,4.86311,0,0,4.86311,5.57362,0,0
0.431995,0.00249775,1.47586e+07,1.47586e+07,0.938469,nan,nan,nan,613.983,609.731,613.983,4.86482,0,0,4.86482,5.59651,0,0
0.431878,0.00261429,1.47586e+07,1.47586e+07,0.940125,nan,nan,nan,613.983,609.758,613.983,4.86652,0,0,4.86652,5.6194,0,0
0.431761,0.00273084,1.47585e+07,1.47585e+07,0.94178,nan,nan,nan,613.983,609.784,613.983,4.86823,0,0,4.86823,5.64229,0,0
0.431645,0.00284738,1.47585e+07,1.47585e+07,0.943435,nan,nan,nan,613.983,609.81,613.983,4.86993,0,0,4.86993,5.66518,0,0
0.431509,0.00298355,1.47585e+07,1.47585e+07,0.94509,nan,nan,nan,613.983,609.836,613.983,4.87184,0,0,4.87184,5.68235,0,0
0.431354,0.00313776,1.47584e+07,1.47584e+07,0.946745,nan,nan,nan,613.983,609.861,613.983,4.87392,0,0,4.87392,5.69427,0,0
0.4312,0.00329196,1.47584e+07,1.47584e+07,0.9484,nan,nan,nan,613.983,609.886,613.983,4.87601,0,0,4.87601,5.70619,0,0
0.431046,0.00344618,1.47584e+07,1.47584e+07,0.950055,nan,nan,nan,613.982,609.911,613.982,4.87809,0,0,4.87809,5.71811,0,0
0.430892,0.00360039,1.47583e+07,1.47583e+07,0.951711,nan,nan,nan,613.982,609.936,613.982,4.88018,0,0,4.88018,5.73003,0,0
0.430738,0.0037546,1.47583e+07,1.47583e+07,0.953366,nan,nan,nan,613.982,609.961,613.982,4.88226,0,0,4.88226,5.74195,0,0
0.430583,0.0039088,1.47583e+07,1.47583e+07,0.955021,nan,nan,nan,613.982,609.985,613.982,4.88435,0,0,4.88435,5.75387,0,0
0.430429,0.00406302,1.47582e+07,1.47582e+07,0.956676,nan,nan,nan,613.982,610.01,613.982,4.88643,0,0,4.88643,5.76579,0,0
0.430275,0.00421723,1.47582e+07,1.47582e+07,0.958331,nan,nan,nan,613.981,610.035,613.982,4.88852,0,0,4.88852,5.77771,0,0
0.430121,0.00437144,1.47582e+07,1.47582e+07,0.959986,nan,nan,nan,613.981,610.06,613.982,4.8906,0,0,4.8906,5.78963,0,0
0.429966,0.00452565,1.47581e+07,1.47581e+07,0.961642,nan,nan,nan,613.981,610.085,613.981,4.89269,0,0,4.89269,5.80155,0,0
0.429812,0.00467986,1.47581e+07,1.47581e+07,0.963297,nan,nan,nan,613.981,610.11,613.981,4.89477,0,0,4.89477,5.81347,0,0
0.429658,0.00483407,1.47581e+07,1.47581e+07,0.964952,nan,nan,nan,613.981,610.135,613.981,4.89686,0,0,4.89686,5.82539,0,0
0.429501,0.0049914,1.4758e+07,1.4758e+07,0.966607,nan,nan,nan,613.98,610.16,613.981,4.89897,0,0,4.89897,5.83721,0,0
0.429315,0.00517728,1.4758e+07,1.4758e+07,0.968262,nan,nan,nan,613.98,610.183,613.981,4.90139,0,0,4.90139,5.8481,0,0
0.429129,0.00536316,1.4758e+07,1.4758e+07,0.969917,nan,nan,nan,613.98,610.207,613.981,4.90381,0,0,4.90381,5.859,0,0
0.428943,0.00554904,1.47579e+07,1.47579e+07,0.971572,nan,nan,nan,613.98,610.23,613.981,4.90623,0,0,4.90623,5.86989,0,0
0.428757,0.00573493,1.47579e+07,1.47579e+07,0.973228,nan,nan,nan,613.98,610.254,613.981,4.90864,0,0,4.90864,5.88078,0,0
0.428571,0.00592082,1.47579e+07,1.47579e+07,0.974883,nan,nan,nan,613.98,610.278,613.98,4.91106,0,0,4.91106,5.89168,0,0
0.428385,0.0061067,1.47578e+07,1.47578e+07,0.976538,nan,nan,nan,613.979,610.301,613.98,4.91348,0,0,4.91348,5.90257,0,0
0.4282,0.00629259,1.47578e+07,1.47578e+07,0.978193,nan,nan,nan,613.979,610.325,613.98,4.9159,0,0,4.9159,5.91347,0,0
0.428014,0.00647847,1.47578e+07,1.47578e+07,0.979848,nan,nan,nan,613.979,610.348,613.98,4.91831,0,0,4.91831,5.92436,0,0
0.427828,0.00666435,1.47577e+07,1.47577e+07,0.981503,nan,nan,nan,613.979,610.372,613.98,4.92073,0,0,4.92073,5.93526,0,0
0.427642,0.00685023,1.47577e+07,1.47577e+07,0.983158,nan,nan,nan,613.979,610.395,613.98,4.92315,0,0,4.92315,5.94615,0,0
0.427456,0.00703612,1.47577e+07,1.47577e+07,0.984814,nan,nan,nan,613.978,610.419,613.98,4.92557,0,0,4.92557,5.95705,0,0
0.42727,0.007222,1.47576e+07,1.47576e+07,0.986469,nan,nan,nan,613.978,610.442,613.98,4.92798,0,0,4.92798,5.96794,0,0
0.427084,0.00740788,1.47576e+07,1.47576e+07,0.988124,nan,nan,nan,613.978,610.466,613.98,4.9304,0,0,4.9304,5.97883,0,0
0.42688,0.00761257,1.47576e+07,1.47576e+07,0.989779,nan,nan,nan,613.978,610.489,613.979,4.93302,0,0,4.93302,5.99012,0,0
0.426666,0.00782626,1.47575e+07,1.47575e+07,0.991434,nan,nan,nan,613.978,610.511,613.979,4.93573,0,0,4.93573,6.00161,0,0
0.426452,0.00803996,1.47575e+07,1.47575e+07,0.993089,nan,nan,nan,613.978,610.533,613.979,4.93844,0,0,4.93844,6.01309,0,0
0.426239,0.00825365,1.47575e+07,1.47575e+07,0.994744,nan,nan,nan,613.977,610.555,613.979,4.94115,0,0,4.94115,6.02457,0,0
0.426025,0.00846735,1.47574e+07,1.47574e+07,0.9964,nan,nan,nan,613.977,610.577,613.979,4.94386,0,0,4.94386,6.03605,0,0
0.425811,0.00868105,1.47574e+07,1.47574e+07,0.998055,nan,nan,nan,613.977,610.6,613.979,4.94657,0,0,4.94657,6.04753,0,0
0.425598,0.00889474,1.47574e+07,1.47574e+07,0.99971,nan,nan,nan,613.977,610.622,613.979,4.94928,0,0,4.94928,6.05901,0,0
0.425384,0.00910844,1.47573e+07,1.47573e+07,1.00137,nan,nan,nan,613.977,610.644,613.979,4.95199,0,0,4.95199,6.07049,0,0
0.42517,0.00932213,1.47573e+07,1.47573e+07,1.00302,nan,nan,nan,613.976,610.666,613.979,4.9547,0,0,4.9547,6.08198,0,0
0.424957,0.00953584,1.47573e+07,1.47573e+07,1.00468,nan,nan,nan,613.976,610.689,613.978,4.95741,0,0,4.95741,6.09346,0,0
0.424743,0.00974953,1.47572e+07,1.47572e+07,1.00633,nan,nan,nan,613.976,610.711,613.978,4.96012,0,0,4.96012,6.10494,0,0
0.424529,0.00996323,1.47572e+07,1.47572e+07,1.00799,nan,nan,nan,613.976,610.733,613.978,4.96283,0,0,4.96283,6.11642,0,0
0.424316,0.0101769,1.47572e+07,1.47572e+07,1.00964,nan,nan,nan,613.976,610.755,613.978,4.96554,0,0,4.96554,6.1279,0,0
0.424096,0.0103969,1.47571e+07,1.47571e+07,1.0113,nan,nan,nan,613.975,610.777,613.978,4.96831,0,0,4.96831,6.13939,0,0
0.423857,0.0106352,1.47571e+07,1.47571e+07,1.01295,nan,nan,nan,613.975,610.798,613.978,4.97129,0,0,4.97129,6.15091,0,0
0.423619,0.0108736,1.47571e+07,1.47571e+07,1.01461,nan,nan,nan,613.975,610.819,613.978,4.97427,0,0,4.97427,6.16242,0,0
0.42338,0.011112,1.4757e+07,1.4757e+07,1.01626,nan,nan,nan,613.975,610.84,613.978,4.97725,0,0,4.97725,6.17394,0,0
0.423142,0.0113503,1.4757e+07,1.4757e+07,1.01792,nan,nan,nan,613.975,610.861,613.978,4.98022,0,0,4.98022,6.18545,0,0
0.422904,0.0115887,1.4757e+07,1.4757e+07,1.01957,nan,nan,nan,613.974,610.882,613.977,4.9832,0,0,4.9832,6.19697,0,0
0.422665,0.0118271,1.47569e+07,1.47569e+07,1.02123,nan,nan,nan,613.974,610.903,613.977,4.98618,0,0,4.98618,6.20848,0,0
0.422427,0.0120654,1.47569e+07,1.47569e+07,1.02288,nan,nan,nan,613.974,610.924,613.977,4.98916,0,0,4.98916,6.22,0,0
0.422189,0.0123038,1.47568e+07,1.47568e+07,1.02454,nan,nan,nan,613.974,610.945,613.977,4.99213,0,0,4.99213,6.23151,0,0
0.42195,0.0125422,1.47568e+07,1.47568e+07,1.02619,nan,nan,nan,613.973,610.966,613.977,4.99511,0,0,4.99511,6.24303,0,0
0.421712,0.0127805,1.47568e+07,1.47568e+07,1.02785,nan,nan,nan,613.973,610.987,613.977,4.99809,0,0,4.99809,6.25454,0,0
0.421474,0.0130189,1.47567e+07,1.47567e+07,1.0295,nan,nan,nan,613.973,611.008,613.977,5.00107,0,0,5.00107,6.26606,0,0
0.421235,0.0132573,1.47567e+07,1.47567e+07,1.03116,nan,nan,nan,613.973,611.029,613.977,5.00404,0,0,5.00404,6.27757,0,0
0.420997,0.0134956,1.47567e+07,1.47567e+07,1.03281,nan,nan,nan,613.973,611.05,613.977,5.00702,0,0,5.00702,6.28909,0,0
0.42074,0.0137521,1.47566e+07,1.47566e+07,1.03447,nan,nan,nan,613.972,611.07,613.976,5.0102,0,0,5.0102,6.30059,0,0
0.42048,0.0140122,1.47566e+07,1.47566e+07,1.03612,nan,nan,nan,613.972,611.09,613.976,5.01343,0,0,5.01343,6.3121,0,0
0.42022,0.0142723,1.47565e+07,1.47565e+07,1.03778,nan,nan,nan,613.972,611.109,613.976,5.01665,0,0,5.01665,6.3236,0,0
0.41996,0.0145324,1.47565e+07,1.47565e+07,1.03943,nan,nan,nan,613.972,611.129,613.976,5.01988,0,0,5.01988,6.33511,0,0
0.4197,0.0147926,1.47565e+07,1.47565e+07,1.04109,nan,nan,nan,613.971,611.149,613.976,5.0231,0,0,5.0231,6.34661,0,0
0.41944,0.0150527,1.47564e+07,1.47564e+07,1.04274,nan,nan,nan,613.971,611.169,613.976,5.02632,0,0,5.02632,6.35811,0,0
0.41918,0.0153128,1.47564e+07,1.47564e+07,1.0444,nan,nan,nan,613.971,611.189,613.976,5.02955,0,0,5.02955,6.36962,0,0
0.41892,0.0155729,1.47563e+07,1.47563e+07,1.04605,nan,nan,nan,613.971,611.208,613.976,5.03277,0,0,5.03277,6.38112,0,0
0.418659,0.0158331,1.47563e+07,1.47563e+07,1.04771,nan,nan,nan,613.971,611.228,613.976,5.036,0,0,5.036,6.39263,0,0
0.418399,0.0160932,1.47562e+07,1.47562e+07,1.04936,nan,nan,nan,613.97,611.248,613.975,5.03922,0,0,5.03922,6.40413,0,0
0.418139,0.0163533,1.47562e+07,1.47562e+07,1.05102,nan,nan,nan,613.97,611.268,613.975,5.04244,0,0,5.04244,6.41563,0,0
0.417879,0.0166135,1.47562e+07,1.47562e+07,1.05267,nan,nan,nan,613.97,611.287,613.975,5.04567,0,0,5.04567,6.42714,0,0
0.417619,0.0168736,1.47561e+07,1.47561e+07,1.05433,nan,nan,nan,613.97,611.307,613.975,5.04889,0,0,5.04889,6.43864,0,0
0.417351,0.0171415,1.47561e+07,1.47561e+07,1.05598,nan,nan,nan,613.969,611.327,613.975,5.05221,0,0,5.05221,6.45018,0,0
0.417072,0.0174207,1.4756e+07,1.4756e+07,1.05764,nan,nan,nan,613.969,611.345,613.975,5.05566,0,0,5.05566,6.46178,0,0
0.416793,0.0177,1.4756e+07,1.4756e+07,1.0593,nan,nan,nan,613.969,611.364,613.975,5.05911,0,0,5.05911,6.47338,0,0
0.416513,0.0179792,1.47559e+07,1.47559e+07,1.06095,nan,nan,nan,613.969,611.383,613.974,5.06256,0,0,5.06256,6.48497,0,0
0.416234,0.0182585,1.47559e+07,1.47559e+07,1.06261,nan,nan,nan,613.969,611.401,613.974,5.06601,0,0,5.06601,6.49657,0,0
0.415955,0.0185377,1.47559e+07,1.47559e+07,1.06426,nan,nan,nan,613.968,611.42,613.974,5.06946,0,0,5.06946,6.50817,0,0
0.415676,0.0188169,1.47558e+07,1.47558e+07,1.06592,nan,nan,nan,613.968,611.439,613.974,5.07291,0,0,5.07291,6.51976,0,0
0.415396,0.0190962,1.47558e+07,1.47558e+07,1.06757,nan,nan,nan,613.968,611.457,613.974,5.07636,0,0,5.07636,6.53136,0,0
0.415117,0.0193754,1.47557e+07,1.47557e+07,1.06923,nan,nan,nan,613.968,611.476,613.974,5.07982,0,0,5.07982,6.54295,0,0
0.414838,0.0196547,1.47557e+07,1.47557e+07,1.07088,nan,nan,nan,613.967,611.495,613.974,5.08327,0,0,5.08327,6.55455,0,0
0.414559,0.0199339,1.47556e+07,1.47556e+07,1.07254,nan,nan,nan,613.967,611.513,613.973,5.08672,0,0,5.08672,6.56615,0,0
0.414279,0.0202131,1.47556e+07,1.47556e+07,1.07419,nan,nan,nan,613.967,611.532,613.973,5.09017,0,0,5.09017,6.57774,0,0
0.414,0.0204924,1.47555e+07,1.47555e+07,1.07585,nan,nan,nan,613.967,611.551,613.973,5.09362,0,0,5.09362,6.58934,0,0
0.413721,0.0207716,1.47555e+07,1.47555e+07,1.0775,nan,nan,nan,613.967,611.569,613.973,5.09707,0,0,5.09707,6.60093,0,0
0.413425,0.0210673,1.47555e+07,1.47555e+07,1.07916,nan,nan,nan,613.966,611.587,613.973,5.10073,0,0,5.10073,6.61271,0,0
0.413129,0.0213632,1.47554e+07,1.47554e+07,1.08081,nan,nan,nan,613.966,611.604,613.973,5.10439,0,0,5.10439,6.62449,0,0
0.412833,0.0216591,1.47554e+07,1.47554e+07,1.08247,nan,nan,nan,613.966,611.622,613.972,5.10805,0,0,5.10805,6.63627,0,0
0.412538,0.021955,1.47553e+07,1.47553e+07,1.08412,nan,nan,nan,613.966,611.639,613.972,5.11171,0,0,5.11171,6.64805,0,0
0.412242,0.0222509,1.47553e+07,1.47553e+07,1.08578,nan,nan,nan,613.965,611.657,613.972,5.11537,0,0,5.11537,6.65983,0,0
0.411946,0.0225468,1.47552e+07,1.47552e+07,1.08743,nan,nan,nan,613.965,611.674,613.972,5.11903,0,0,5.11903,6.6716,0,0
0.41165,0.0228427,1.47552e+07,1.47552e+07,1.08909,nan,nan,nan,613.965,611.692,613.972,5.12269,0,0,5.12269,6.68338,0,0
0.411354,0.0231386,1.47551e+07,1.47551e+07,1.09074,nan,nan,nan,613.964,611.71,613.971,5.12635,0,0,5.12635,6.69516,0,0
0.411058,0.0234345,1.47551e+07,1.47551e+07,1.0924,nan,nan,nan,613.964,611.727,613.971,5.13001,0,0,5.13001,6.70694,0,0
0.410762,0.0237304,1.4755e+07,1.4755e+07,1.09405,nan,nan,nan,613.964,611.745,613.971,5.13367,0,0,5.13367,6.71872,0,0
0.410466,0.0240263,1.4755e+07,1.4755e+07,1.09571,nan,nan,nan,613.964,611.762,613.971,5.13733,0,0,5.13733,6.7305,0,0
0.41017,0.0243222,1.47549e+07,1.47549e+07,1.09736,nan,nan,nan,613.963,611.78,613.971,5.14099,0,0,5.14099,6.74228,0,0
0.409874,0.0246182,1.47549e+07,1.47549e+07,1.09902,nan,nan,nan,613.963,611.797,613.971,5.14465,0,0,5.14465,6.75406,0,0
0.40957,0.0249222,1.47548e+07,1.47548e+07,1.10067,nan,nan,nan,613.963,611.814,613.97,5.14842,0,0,5.14842,6.76598,0,0
0.40926,0.0252325,1.47548e+07,1.47548e+07,1.10233,nan,nan,nan,613.963,611.831,613.97,5.15227,0,0,5.15227,6.77801,0,0
0.40895,0.0255428,1.47547e+07,1.47547e+07,1.10398,nan,nan,nan,613.962,611.847,613.97,5.15613,0,0,5.15613,6.79004,0,0
0.408639,0.0258531,1.47547e+07,1.47547e+07,1.10564,nan,nan,nan,613.962,611.864,613.97,5.15998,0,0,5.15998,6.80207,0,0
0.408329,0.0261634,1.47546e+07,1.47546e+07,1.10729,nan,nan,nan,613.962,611.88,613.97,5.16383,0,0,5.16383,6.81411,0,0
0.408019,0.0264737,1.47546e+07,1.47546e+07,1.10895,nan,nan,nan,613.961,611.897,613.969,5.16769,0,0,5.16769,6.82614,0,0
0.407708,0.026784,1.47545e+07,1.47545e+07,1.1106,nan,nan,nan,613.961,611.913,613.969,5.17154,0,0,5.17154,6.83817,0,0
0.407398,0.0270943,1.47545e+07,1.47545e+07,1.11226,nan,nan,nan,613.961,611.93,613.969,5.1754,0,0,5.1754,6.8502,0,0
0.407088,0.0274046,1.47544e+07,1.47544e+07,1.11392,nan,nan,nan,613.96,611.946,613.969,5.17925,0,0,5.17925,6.86223,0,0
0.406777,0.027715,1.47544e+07,1.47544e+07,1.11557,nan,nan,nan,613.96,611.962,613.969,5.1831,0,0,5.1831,6.87426,0,0
0.406467,0.0280253,1.47543e+07,1.47543e+07,1.11723,nan,nan,nan,613.96,611.979,613.969,5.18696,0,0,5.18696,6.8863,0,0
0.406157,0.0283356,1.47542e+07,1.47542e+07,1.11888,nan,nan,nan,613.96,611.995,613.968,5.19081,0,0,5.19081,6.89833,0,0
0.405846,0.0286459,1.47542e+07,1.47542e+07,1.12054,nan,nan,nan,613.959,612.012,613.968,5.19466,0,0,5.19466,6.91036,0,0
0.405534,0.0289579,1.47541e+07,1.47541e+07,1.12219,nan,nan,nan,613.959,612.028,613.968,5.19854,0,0,5.19854,6.92244,0,0
0.405212,0.0292805,1.47541e+07,1.47541e+07,1.12385,nan,nan,nan,613.959,612.044,613.968,5.20257,0,0,5.20257,6.93477,0,0
0.404889,0.0296032,1.4754e+07,1.4754e+07,1.1255,nan,nan,nan,613.958,612.059,613.968,5.2066,0,0,5.2066,6.9471,0,0
0.404566,0.0299258,1.4754e+07,1.4754e+07,1.12716,nan,nan,nan,613.958,612.074,613.968,5.21064,0,0,5.21064,6.95944,0,0
0.404244,0.0302484,1.47539e+07,1.47539e+07,1.12881,nan,nan,nan,613.958,612.09,613.967,5.21467,0,0,5.21467,6.97177,0,0
0.403921,0.030571,1.47539e+07,1.47539e+07,1.13047,nan,nan,nan,613.957,612.105,613.967,5.2187,0,0,5.2187,6.98411,0,0
0.403598,0.0308936,1.47538e+07,1.47538e+07,1.13212,nan,nan,nan,613.957,612.121,613.967,5.22273,0,0,5.22273,6.99644,0,0
0.403276,0.0312162,1.47538e+07,1.47538e+07,1.13378,nan,nan,nan,613.957,612.136,613.967,5.22676,0,0,5.22676,7.00877,0,0
0.402953,0.0315388,1.47537e+07,1.47537e+07,1.13543,nan,nan,nan,613.957,612.152,613.967,5.23079,0,0,5.23079,7.02111,0,0
0.40263,0.0318615,1.47536e+07,1.47536e+07,1.13709,nan,nan,nan,613.956,612.167,613.967,5.23482,0,0,5.23482,7.03344,0,0
0.402308,0.0321841,1.47536e+07,1.47536e+07,1.13874,nan,nan,nan,613.956,612.182,613.966,5.23885,0,0,5.23885,7.04578,0,0
0.401985,0.0325067,1.47535e+07,1.47535e+07,1.1404,nan,nan,nan,613.956,612.198,613.966,5.24289,0,0,5.24289,7.05811,0,0
0.401663,0.0328293,1.47535e+07,1.47535e+07,1.14205,nan,nan,nan,613.955,612.213,613.966,5.24692,0,0,5.24692,7.07044,0,0
0.40134,0.0331519,1.47534e+07,1.47534e+07,1.14371,nan,nan,nan,613.955,612.229,613.966,5.25095,0,0,5.25095,7.08278,0,0
0.40101,0.033482,1.47534e+07,1.47534e+07,1.14536,nan,nan,nan,613.955,612.243,613.966,5.2551,0,0,5.2551,7.09535,0,0
0.400677,0.0338149,1.47533e+07,1.47533e+07,1.14702,nan,nan,nan,613.954,612.258,613.966,5.25929,0,0,5.25929,7.10802,0,0
0.400344,0.0341479,1.47532e+07,1.47532e+07,1.14867,nan,nan,nan,613.954,612.272,613.966,5.26348,0,0,5.26348,7.12069,0,0
0.400011,0.0344808,1.47532e+07,1.47532e+07,1.15033,nan,nan,nan,613.954,612.286,613.965,5.26768,0,0,5.26768,7.13336,0,0
0.399678,0.0348138,1.47531e+07,1.47531e+07,1.15198,nan,nan,nan,613.954,612.301,613.965,5.27187,0,0,5.27187,7.14603,0,0
0.399345,0.0351468,1.47531e+07,1.47531e+07,1.15364,nan,nan,nan,613.953,612.315,613.965,5.27606,0,0,5.27606,7.15869,0,0
0.399012,0.0354797,1.4753e+07,1.4753e+07,1.15529,nan,nan,nan,613.953,612.33,613.965,5.28026,0,0,5.28026,7.17136,0,0
0.398679,0.0358127,1.47529e+07,1.47529e+07,1.15695,nan,nan,nan,613.953,612.344,613.965,5.28445,0,0,5.28445,7.18403,0,0
0.398346,0.0361457,1.47529e+07,1.47529e+07,1.1586,nan,nan,nan,613.952,612.358,613.964,5.28865,0,0,5.28865,7.1967,0,0
0.398013,0.0364786,1.47528e+07,1.47528e+07,1.16026,nan,nan,nan,613.952,612.373,613.964,5.29284,0,0,5.29284,7.20937,0,0
0.39768,0.0368116,1.47528e+07,1.47528e+07,1.16191,nan,nan,nan,613.952,612.387,613.964,5.29703,0,0,5.29703,7.22203,0,0
0.397347,0.0371446,1.47527e+07,1.47527e+07,1.16357,nan,nan,nan,613.951,612.401,613.964,5.30123,0,0,5.30123,7.2347,0,0
0.397015,0.0374775,1.47526e+07,1.47526e+07,1.16522,nan,nan,nan,613.951,612.416,613.964,5.30542,0,0,5.30542,7.24737,0,0
0.396679,0.037813,1.47526e+07,1.47526e+07,1.16688,nan,nan,nan,613.951,612.43,613.963,5.30966,0,0,5.30966,7.26015,0,0
0.396338,0.0381545,1.47525e+07,1.47525e+07,1.16854,nan,nan,nan,613.951,612.443,613.963,5.314,0,0,5.314,7.27317,0,0
0.395996,0.0384959,1.47525e+07,1.47525e+07,1.17019,nan,nan,nan,613.95,612.457,613.963,5.31834,0,0,5.31834,7.28619,0,0
0.395655,0.0388374,1.47524e+07,1.47524e+07,1.17185,nan,nan,nan,613.95,612.47,613.963,5.32268,0,0,5.32268,7.29921,0,0
0.395313,0.0391789,1.47523e+07,1.47523e+07,1.1735,nan,nan,nan,613.95,612.483,613.963,5.32703,0,0,5.32703,7.31224,0,0
0.394972,0.0395203,1.47523e+07,1.47523e+07,1.17516,nan,nan,nan,613.949,612.497,613.962,5.33137,0,0,5.33137,7.32526,0,0
0.39463,0.0398618,1.47522e+07,1.47522e+07,1.17681,nan,nan,nan,613.949,612.51,613.962,5.33571,0,0,5.33571,7.33828,0,0
0.394289,0.0402033,1.47521e+07,1.47521e+07,1.17847,nan,nan,nan,613.949,612.524,613.962,5.34005,0,0,5.34005,7.35131,0,0
0.393948,0.0405448,1.47521e+07,1.47521e+07,1.18012,nan,nan,nan,613.948,612.537,613.962,5.34439,0,0,5.34439,7.36433,0,0
0.393606,0.0408862,1.4752e+07,1.4752e+07,1.18178,nan,nan,nan,613.948,612.55,613.961,5.34874,0,0,5.34874,7.37735,0,0
0.393265,0.0412277,1.47519e+07,1.47519e+07,1.18343,nan,nan,nan,613.948,612.564,613.961,5.35308,0,0,5.35308,7.39038,0,0
0.392923,0.0415692,1.47519e+07,1.47519e+07,1.18509,nan,nan,nan,613.947,612.577,613.961,5.35742,0,0,5.35742,7.4034,0,0
0.392582,0.0419106,1.47518e+07,1.47518e+07,1.18674,nan,nan,nan,613.947,612.59,613.961,5.36176,0,0,5.36176,7.41642,0,0
0.39224,0.0422521,1.47518e+07,1.47518e+07,1.1884,nan,nan,nan,613.947,612.604,613.96,5.3661,0,0,5.3661,7.42945,0,0
0.391893,0.0425995,1.47517e+07,1.47517e+07,1.19005,nan,nan,nan,613.946,612.616,613.96,5.37056,0,0,5.37056,7.44279,0,0
0.391545,0.0429478,1.47516e+07,1.47516e+07,1.19171,nan,nan,nan,613.946,612.629,613.96,5.37504,0,0,5.37504,7.45618,0,0
0.391196,0.043296,1.47516e+07,1.47516e+07,1.19336,nan,nan,nan,613.945,612.641,613.96,5.37951,0,0,5.37951,7.46957,0,0
0.390848,0.0436443,1.47515e+07,1.47515e+07,1.19502,nan,nan,nan,613.945,612.654,613.96,5.38399,0,0,5.38399,7.48296,0,0
