alpha.liquid,alpha.vapour,heatFlux.structure,p,T.interface,T.liquid,T.vapour,U.liquid_Magnitude
0.400408,0.0340839,1.50367e+06,1.47537e+07,613.958,612.134,613.967,5.2623
0.400732,0.0337599,1.50367e+06,1.47538e+07,613.958,612.118,613.967,5.25819
0.401056,0.0334359,1.50367e+06,1.47539e+07,613.958,612.103,613.967,5.25409
0.40138,0.0331119,1.50366e+06,1.47539e+07,613.958,612.088,613.968,5.24998
0.401704,0.0327879,1.50366e+06,1.4754e+07,613.959,612.072,613.968,5.24587
0.402028,0.0324639,1.50366e+06,1.4754e+07,613.959,612.057,613.968,5.24176
0.402352,0.0321399,1.50366e+06,1.47541e+07,613.959,612.041,613.968,5.23765
0.402676,0.0318159,1.50365e+06,1.47541e+07,613.96,612.026,613.968,5.23354
0.403,0.0314919,1.50365e+06,1.47542e+07,613.96,612.011,613.969,5.22943
0.403315,0.031177,1.50365e+06,1.47542e+07,613.96,611.994,613.969,5.22545
0.403628,0.0308635,1.50364e+06,1.47543e+07,613.96,611.978,613.969,5.22148
0.403942,0.03055,1.50364e+06,1.47543e+07,613.961,611.961,613.969,5.21751
0.404255,0.0302365,1.50364e+06,1.47544e+07,613.961,611.945,613.969,5.21354
0.404569,0.0299231,1.50364e+06,1.47545e+07,613.961,611.929,613.969,5.20958
0.404882,0.0296096,1.50363e+06,1.47545e+07,613.961,611.912,613.97,5.20561
0.405196,0.0292961,1.50363e+06,1.47546e+07,613.962,611.896,613.97,5.20164
0.405509,0.0289827,1.50363e+06,1.47546e+07,613.962,611.879,613.97,5.19768
0.405823,0.0286692,1.50362e+06,1.47547e+07,613.962,611.863,613.97,5.19371
0.406136,0.0283557,1.50362e+06,1.47547e+07,613.963,611.846,613.97,5.18974
0.40645,0.0280422,1.50362e+06,1.47548e+07,613.963,611.83,613.97,5.18577
0.406763,0.0277288,1.50361e+06,1.47548e+07,613.963,611.814,613.971,5.18181
0.407077,0.0274153,1.50361e+06,1.47549e+07,613.963,611.797,613.971,5.17784
0.407386,0.0271059,1.50361e+06,1.47549e+07,613.964,611.78,613.971,5.17398
0.40769,0.0268018,1.50361e+06,1.4755e+07,613.964,611.763,613.971,5.17025
0.407995,0.0264977,1.5036e+06,1.4755e+07,613.964,611.745,613.971,5.16652
0.408299,0.0261936,1.5036e+06,1.47551e+07,613.964,611.728,613.971,5.1628
0.408603,0.0258895,1.5036e+06,1.47551e+07,613.965,611.71,613.972,5.15907
0.408907,0.0255854,1.50359e+06,1.47551e+07,613.965,611.693,613.972,5.15534
0.409211,0.0252813,1.50359e+06,1.47552e+07,613.965,611.675,613.972,5.15162
0.409515,0.0249772,1.50359e+06,1.47552e+07,613.965,611.658,613.972,5.14789
0.409819,0.0246731,1.50358e+06,1.47553e+07,613.965,611.64,613.972,5.14416
0.410123,0.024369,1.50358e+06,1.47553e+07,613.966,611.623,613.972,5.14044
0.410428,0.0240649,1.50358e+06,1.47554e+07,613.966,611.605,613.973,5.13671
0.410732,0.0237608,1.50358e+06,1.47554e+07,613.966,611.588,613.973,5.13298
0.411036,0.0234567,1.50357e+06,1.47555e+07,613.966,611.57,613.973,5.12926
0.411339,0.023153,1.50357e+06,1.47555e+07,613.967,611.553,613.973,5.12554
0.411615,0.0228773,1.50357e+06,1.47555e+07,613.967,611.534,613.973,5.1222
0.411891,0.0226017,1.50356e+06,1.47556e+07,613.967,611.516,613.973,5.11886
0.412166,0.022326,1.50356e+06,1.47556e+07,613.967,611.497,613.973,5.11552
0.412442,0.0220503,1.50356e+06,1.47557e+07,613.968,611.479,613.974,5.11218
0.412718,0.0217747,1.50356e+06,1.47557e+07,613.968,611.46,613.974,5.10884
0.412993,0.021499,1.50355e+06,1.47558e+07,613.968,611.442,613.974,5.1055
0.413269,0.0212233,1.50355e+06,1.47558e+07,613.968,611.423,613.974,5.10216
0.413545,0.0209477,1.50355e+06,1.47559e+07,613.969,611.405,613.974,5.09882
0.41382,0.020672,1.50354e+06,1.47559e+07,613.969,611.386,613.974,5.09548
0.414096,0.0203963,1.50354e+06,1.47559e+07,613.969,611.368,613.974,5.09215
0.414372,0.0201206,1.50354e+06,1.4756e+07,613.969,611.349,613.975,5.08881
0.414647,0.019845,1.50353e+06,1.4756e+07,613.97,611.331,613.975,5.08547
0.414923,0.0195693,1.50353e+06,1.47561e+07,613.97,611.312,613.975,5.08213
0.415178,0.0193141,1.50353e+06,1.47561e+07,613.97,611.293,613.975,5.07891
0.415419,0.0190732,1.50353e+06,1.47562e+07,613.97,611.273,613.975,5.07578
0.41566,0.0188322,1.50352e+06,1.47562e+07,613.971,611.254,613.975,5.07265
0.415901,0.0185912,1.50352e+06,1.47563e+07,613.971,611.234,613.976,5.06952
0.416142,0.0183502,1.50352e+06,1.47563e+07,613.971,611.215,613.976,5.06638
0.416383,0.0181092,1.50351e+06,1.47564e+07,613.971,611.196,613.976,5.06325
0.416624,0.0178682,1.50351e+06,1.47564e+07,613.971,611.176,613.976,5.06012
0.416865,0.0176272,1.50351e+06,1.47564e+07,613.972,611.157,613.976,5.05699
0.417106,0.0173862,1.5035e+06,1.47565e+07,613.972,611.137,613.976,5.05386
0.417347,0.0171452,1.5035e+06,1.47565e+07,613.972,611.118,613.976,5.05072
0.417588,0.0169042,1.5035e+06,1.47566e+07,613.972,611.098,613.977,5.04759
0.417829,0.0166632,1.5035e+06,1.47566e+07,613.973,611.079,613.977,5.04446
0.41807,0.0164222,1.50349e+06,1.47567e+07,613.973,611.059,613.977,5.04133
0.418311,0.0161811,1.50349e+06,1.47567e+07,613.973,611.04,613.977,5.03819
0.418553,0.0159397,1.50349e+06,1.47567e+07,613.973,611.019,613.977,5.035
0.418794,0.0156982,1.50348e+06,1.47568e+07,613.973,610.999,613.977,5.03181
0.419036,0.0154567,1.50348e+06,1.47568e+07,613.974,610.978,613.978,5.02862
0.419277,0.0152152,1.50348e+06,1.47569e+07,613.974,610.958,613.978,5.02543
0.419519,0.0149737,1.50347e+06,1.47569e+07,613.974,610.938,613.978,5.02225
0.41976,0.0147322,1.50347e+06,1.4757e+07,613.974,610.917,613.978,5.01906
0.420002,0.0144907,1.50347e+06,1.4757e+07,613.974,610.897,613.978,5.01587
0.420243,0.0142493,1.50346e+06,1.4757e+07,613.974,610.877,613.978,5.01268
0.420485,0.0140078,1.50346e+06,1.47571e+07,613.975,610.856,613.978,5.00949
0.420726,0.0137663,1.50346e+06,1.47571e+07,613.975,610.836,613.979,5.00631
0.420968,0.0135248,1.50345e+06,1.47572e+07,613.975,610.815,613.979,5.00312
0.421209,0.0132833,1.50345e+06,1.47572e+07,613.975,610.795,613.979,4.99993
0.421451,0.0130418,1.50345e+06,1.47572e+07,613.975,610.775,613.979,4.99674
0.421697,0.012796,1.50344e+06,1.47573e+07,613.976,610.753,613.979,4.99358
0.421944,0.0125487,1.50344e+06,1.47573e+07,613.976,610.732,613.979,4.99042
0.422191,0.0123014,1.50343e+06,1.47573e+07,613.976,610.71,613.979,4.98726
0.422439,0.0120541,1.50343e+06,1.47574e+07,613.976,610.688,613.979,4.9841
0.422686,0.0118068,1.50343e+06,1.47574e+07,613.977,610.666,613.979,4.98094
0.422933,0.0115595,1.50342e+06,1.47574e+07,613.977,610.645,613.98,4.97778
0.423181,0.0113122,1.50342e+06,1.47575e+07,613.977,610.623,613.98,4.97462
0.423428,0.0110649,1.50342e+06,1.47575e+07,613.977,610.601,613.98,4.97146
0.423675,0.0108176,1.50341e+06,1.47575e+07,613.977,610.58,613.98,4.96831
0.423922,0.0105702,1.50341e+06,1.47576e+07,613.978,610.558,613.98,4.96515
0.42417,0.0103229,1.5034e+06,1.47576e+07,613.978,610.536,613.98,4.96199
0.424417,0.0100756,1.5034e+06,1.47576e+07,613.978,610.514,613.98,4.95883
0.424664,0.00982833,1.5034e+06,1.47577e+07,613.978,610.493,613.98,4.95567
0.424906,0.00958716,1.50339e+06,1.47577e+07,613.979,610.47,613.981,4.95259
0.425134,0.00935882,1.50339e+06,1.47577e+07,613.979,610.447,613.981,4.94967
0.425362,0.00913048,1.50339e+06,1.47578e+07,613.979,610.424,613.981,4.94676
0.425591,0.00890214,1.50338e+06,1.47578e+07,613.979,610.4,613.981,4.94384
0.425819,0.0086738,1.50338e+06,1.47578e+07,613.979,610.377,613.981,4.94092
0.426047,0.00844546,1.50338e+06,1.47579e+07,613.979,610.353,613.981,4.93801
0.426276,0.00821712,1.50337e+06,1.47579e+07,613.98,610.33,613.981,4.93509
0.426504,0.00798877,1.50337e+06,1.47579e+07,613.98,610.306,613.981,4.93217
0.426732,0.00776043,1.50336e+06,1.4758e+07,613.98,610.283,613.981,4.92926
0.426961,0.00753209,1.50336e+06,1.4758e+07,613.98,610.26,613.982,4.92634
0.427189,0.00730374,1.50336e+06,1.4758e+07,613.98,610.236,613.982,4.92342
0.427417,0.00707541,1.50335e+06,1.47581e+07,613.981,610.213,613.982,4.92051
0.427646,0.00684707,1.50335e+06,1.47581e+07,613.981,610.189,613.982,4.91759
0.427874,0.00661873,1.50335e+06,1.47581e+07,613.981,610.166,613.982,4.91467
0.428073,0.00641983,1.50334e+06,1.47582e+07,613.981,610.141,613.982,4.91208
0.428269,0.00622415,1.50334e+06,1.47582e+07,613.981,610.116,613.982,4.90953
0.428464,0.00602847,1.50333e+06,1.47582e+07,613.981,610.091,613.982,4.90698
0.42866,0.00583279,1.50333e+06,1.47583e+07,613.982,610.066,613.982,4.90442
0.428856,0.00563711,1.50332e+06,1.47583e+07,613.982,610.041,613.983,4.90187
0.429051,0.00544143,1.50332e+06,1.47583e+07,613.982,610.016,613.983,4.89932
0.429247,0.00524575,1.50332e+06,1.47584e+07,613.982,609.991,613.983,4.89676
0.429443,0.00505007,1.50331e+06,1.47584e+07,613.982,609.966,613.983,4.89421
0.429638,0.0048544,1.50331e+06,1.47584e+07,613.982,609.941,613.983,4.89166
0.429834,0.00465872,1.5033e+06,1.47585e+07,613.982,609.916,613.983,4.8891
0.43003,0.00446303,1.5033e+06,1.47585e+07,613.983,609.891,613.983,4.88655
0.430225,0.00426736,1.5033e+06,1.47585e+07,613.983,609.866,613.983,4.884
0.430421,0.00407168,1.50329e+06,1.47586e+07,613.983,609.841,613.983,4.88144
0.430597,0.00389564,1.50329e+06,1.47586e+07,613.983,609.816,613.984,4.87911
0.430752,0.00374097,1.50328e+06,1.47586e+07,613.983,609.789,613.984,4.87701
0.430906,0.0035863,1.50328e+06,1.47587e+07,613.983,609.763,613.984,4.87491
0.431061,0.00343163,1.50327e+06,1.47587e+07,613.984,609.736,613.984,4.87281
0.431216,0.00327696,1.50327e+06,1.47587e+07,613.984,609.71,613.984,4.87071
0.43137,0.00312229,1.50327e+06,1.47587e+07,613.984,609.683,613.984,4.86862
0.431525,0.00296762,1.50326e+06,1.47588e+07,613.984,609.657,613.984,4.86652
0.43168,0.00281294,1.50326e+06,1.47588e+07,613.984,609.63,613.984,4.86442
0.431834,0.00265827,1.50325e+06,1.47588e+07,613.984,609.604,613.984,4.86232
0.431989,0.0025036,1.50325e+06,1.47588e+07,613.984,609.577,613.985,4.86022
0.432144,0.00234893,1.50324e+06,1.47589e+07,613.985,609.551,613.985,4.85812
0.432298,0.00219425,1.50324e+06,1.47589e+07,613.985,609.524,613.985,4.85602
0.432453,0.00203958,1.50323e+06,1.47589e+07,613.985,609.498,613.985,4.85392
0.432605,0.00188781,1.50323e+06,1.4759e+07,613.985,609.471,613.985,4.85186
0.432708,0.0017843,1.50323e+06,1.4759e+07,613.985,609.443,613.985,4.85034
0.432812,0.00168079,1.50322e+06,1.4759e+07,613.985,609.415,613.985,4.84882
0.432915,0.00157728,1.50322e+06,1.4759e+07,613.985,609.387,613.985,4.8473
0.433019,0.00147377,1.50321e+06,1.4759e+07,613.986,609.359,613.986,4.84578
0.433122,0.00137026,1.50321e+06,1.47591e+07,613.986,609.331,613.986,4.84427
0.433226,0.00126675,1.50321e+06,1.47591e+07,613.986,609.303,613.986,4.84275
0.433329,0.00116324,1.5032e+06,1.47591e+07,613.986,609.275,613.986,4.84123
0.433433,0.00105973,1.5032e+06,1.47591e+07,613.986,609.247,613.986,4.83971
0.433536,0.00095622,1.50319e+06,1.47592e+07,613.986,609.219,613.986,4.83819
0.43364,0.000852712,1.50319e+06,1.47592e+07,613.987,609.191,613.987,4.83667
0.433743,0.0007492,1.50318e+06,1.47592e+07,613.987,609.163,613.987,4.83515
0.433847,0.000645691,1.50318e+06,1.47592e+07,613.987,609.135,613.987,4.83363
0.43395,0.000542183,1.50318e+06,1.47592e+07,613.987,609.107,613.987,4.83212
0.434012,0.00048048,1.50317e+06,1.47593e+07,613.987,609.078,613.987,4.83092
0.434049,0.000442908,1.50317e+06,1.47593e+07,613.987,609.049,613.987,4.82992
0.434087,0.000405337,1.50316e+06,1.47593e+07,613.987,609.019,613.987,4.82892
0.434124,0.000367766,1.50316e+06,1.47593e+07,613.987,608.99,613.987,4.82792
0.434162,0.000330194,1.50316e+06,1.47594e+07,613.988,608.96,613.988,4.82692
0.4342,0.000292623,1.50315e+06,1.47594e+07,613.988,608.93,613.988,4.82591
0.434237,0.000255052,1.50315e+06,1.47594e+07,613.988,608.901,613.988,4.82491
0.434275,0.000217482,1.50314e+06,1.47594e+07,613.988,608.871,613.988,4.82391
0.434312,0.00017991,1.50314e+06,1.47595e+07,613.988,608.842,613.988,4.82291
0.43435,0.000142339,1.50314e+06,1.47595e+07,613.988,608.812,613.988,4.82191
0.434387,0.000104768,1.50313e+06,1.47595e+07,613.988,608.782,613.988,4.8209
0.434425,6.7196e-05,1.50313e+06,1.47596e+07,613.988,608.753,613.988,4.8199
0.434462,2.96252e-05,1.50312e+06,1.47596e+07,613.988,608.723,613.988,4.8189
0.434492,0,1.50312e+06,1.47596e+07,613.989,608.693,613.989,4.81794
0.434492,0,1.50311e+06,1.47596e+07,613.989,608.663,613.989,4.81713
0.434492,0,1.50311e+06,1.47597e+07,613.989,608.633,613.989,4.81632
0.434492,0,1.50311e+06,1.47597e+07,613.989,608.602,613.989,4.8155
0.434492,0,1.5031e+06,1.47597e+07,613.989,608.571,613.989,4.81469
0.434492,0,1.5031e+06,1.47597e+07,613.989,608.541,613.989,4.81388
0.434492,0,1.50309e+06,1.47598e+07,613.989,608.51,613.989,4.81307
0.434492,0,1.50309e+06,1.47598e+07,613.989,608.48,613.989,4.81226
0.434492,0,1.50308e+06,1.47598e+07,613.989,608.449,613.989,4.81144
0.434492,0,1.50308e+06,1.47598e+07,613.99,608.419,613.99,4.81063
0.434492,0,1.50307e+06,1.47599e+07,613.99,608.388,613.99,4.80982
0.434492,0,1.50307e+06,1.47599e+07,613.99,608.358,613.99,4.80901
0.434492,0,1.50307e+06,1.47599e+07,613.99,608.327,613.99,4.8082
0.434492,0,1.50306e+06,1.47599e+07,613.99,608.297,613.99,4.80739
0.434492,0,1.50306e+06,1.476e+07,613.99,608.266,613.99,4.80658
0.434492,0,1.50305e+06,1.476e+07,613.99,608.236,613.99,4.80577
0.434492,0,1.50305e+06,1.476e+07,613.99,608.205,613.99,4.80496
0.434492,0,1.50304e+06,1.476e+07,613.991,608.174,613.991,4.80415
0.434492,0,1.50304e+06,1.47601e+07,613.991,608.144,613.991,4.80334
0.434492,0,1.50304e+06,1.47601e+07,613.991,608.113,613.991,4.80254
0.434492,0,1.50303e+06,1.47601e+07,613.991,608.082,613.991,4.80173
0.434492,0,1.50303e+06,1.47601e+07,613.991,608.052,613.991,4.80092
0.434492,0,1.50302e+06,1.47601e+07,613.991,608.021,613.991,4.80011
0.434492,0,1.50302e+06,1.47602e+07,613.991,607.99,613.991,4.7993
0.434492,0,1.50302e+06,1.47602e+07,613.992,607.96,613.992,4.79849
0.434492,0,1.50301e+06,1.47602e+07,613.992,607.929,613.992,4.79769
0.434492,0,1.50301e+06,1.47602e+07,613.992,607.898,613.992,4.79688
0.434492,0,1.503e+06,1.47603e+07,613.992,607.868,613.992,4.79607
0.434492,0,1.503e+06,1.47603e+07,613.992,607.837,613.992,4.79526
0.434492,0,1.503e+06,1.47603e+07,613.992,607.806,613.992,4.79446
0.434492,0,1.50299e+06,1.47603e+07,613.992,607.775,613.992,4.79365
nan,nan,nan,nan,nan,nan,nan,nan
0.434492,0,1.50299e+06,1.47603e+07,613.993,607.744,613.993,4.79285
0.434492,0,1.50298e+06,1.47604e+07,613.993,607.714,613.993,4.79204
0.434492,0,1.50298e+06,1.47604e+07,613.993,607.683,613.993,4.79124
0.434492,0,1.50298e+06,1.47604e+07,613.993,607.652,613.993,4.79043
0.434492,0,1.50297e+06,1.47604e+07,613.993,607.621,613.993,4.78963
0.434492,0,1.50297e+06,1.47605e+07,613.993,607.59,613.993,4.78882
0.434492,0,1.50297e+06,1.47605e+07,613.994,607.559,613.994,4.78802
0.434492,0,1.50296e+06,1.47605e+07,613.994,607.528,613.994,4.78721
0.434492,0,1.50296e+06,1.47605e+07,613.994,607.498,613.994,4.78641
0.434492,0,1.50296e+06,1.47605e+07,613.994,607.467,613.994,4.7856
0.434492,0,1.50295e+06,1.47606e+07,613.994,607.436,613.994,4.7848
0.434492,0,1.50295e+06,1.47606e+07,613.994,607.405,613.994,4.784
0.434492,0,1.50294e+06,1.47606e+07,613.994,607.374,613.994,4.78319
0.434492,0,1.50294e+06,1.47606e+07,613.994,607.343,613.994,4.78239
0.434492,0,1.50294e+06,1.47607e+07,613.995,607.312,613.995,4.78159
0.434492,0,1.50293e+06,1.47607e+07,613.995,607.281,613.995,4.78079
0.434492,0,1.50293e+06,1.47607e+07,613.995,607.25,613.995,4.77999
0.434492,0,1.50293e+06,1.47607e+07,613.995,607.219,613.995,4.77918
0.434492,0,1.50292e+06,1.47608e+07,613.995,607.188,613.995,4.77838
0.434492,0,1.50292e+06,1.47608e+07,613.995,607.156,613.995,4.77758
0.434492,0,1.50291e+06,1.47608e+07,613.995,607.125,613.995,4.77678
0.434492,0,1.50291e+06,1.47608e+07,613.995,607.094,613.995,4.77598
0.434492,0,1.50291e+06,1.47608e+07,613.995,607.063,613.995,4.77517
0.434492,0,1.5029e+06,1.47609e+07,613.996,607.032,613.996,4.77437
0.434492,0,1.5029e+06,1.47609e+07,613.996,607.001,613.996,4.77357
0.434492,0,1.50289e+06,1.47609e+07,613.996,606.97,613.996,4.77278
0.434492,0,1.50289e+06,1.47609e+07,613.996,606.939,613.996,4.77198
0.434492,0,1.50289e+06,1.4761e+07,613.996,606.908,613.996,4.77118
0.434492,0,1.50288e+06,1.4761e+07,613.996,606.876,613.996,4.77038
0.434492,0,1.50288e+06,1.4761e+07,613.996,606.845,613.996,4.76958
0.434492,0,1.50287e+06,1.4761e+07,613.996,606.814,613.996,4.76878
0.434492,0,1.50287e+06,1.47611e+07,613.996,606.783,613.996,4.76798
0.434492,0,1.50287e+06,1.47611e+07,613.997,606.752,613.997,4.76719
0.434492,0,1.50286e+06,1.47611e+07,613.997,606.72,613.997,4.76639
0.434492,0,1.50286e+06,1.47612e+07,613.997,606.689,613.997,4.76559
0.434492,0,1.50285e+06,1.47612e+07,613.997,606.658,613.997,4.76479
0.434492,0,1.50285e+06,1.47612e+07,613.997,606.627,613.997,4.76399
0.434492,0,1.50285e+06,1.47612e+07,613.997,606.596,613.997,4.7632
0.434492,0,1.50284e+06,1.47613e+07,613.997,606.564,613.997,4.7624
0.434492,0,1.50284e+06,1.47613e+07,613.997,606.533,613.997,4.7616
0.434492,0,1.50283e+06,1.47613e+07,613.998,606.501,613.998,4.76081
0.434492,0,1.50283e+06,1.47613e+07,613.998,606.47,613.998,4.76001
0.434492,0,1.50282e+06,1.47614e+07,613.998,606.438,613.998,4.75922
0.434492,0,1.50282e+06,1.47614e+07,613.998,606.407,613.998,4.75842
0.434492,0,1.50282e+06,1.47614e+07,613.998,606.376,613.998,4.75763
0.434492,0,1.50281e+06,1.47614e+07,613.998,606.344,613.998,4.75683
0.434492,0,1.50281e+06,1.47615e+07,613.999,606.313,613.999,4.75603
0.434492,0,1.5028e+06,1.47615e+07,613.999,606.281,613.999,4.75524
0.434492,0,1.5028e+06,1.47615e+07,613.999,606.25,613.999,4.75444
0.434492,0,1.5028e+06,1.47615e+07,613.999,606.219,613.999,4.75365
0.434492,0,1.50279e+06,1.47616e+07,613.999,606.187,613.999,4.75285
0.434492,0,1.50279e+06,1.47616e+07,613.999,606.156,613.999,4.75206
0.434492,0,1.50279e+06,1.47616e+07,613.999,606.124,613.999,4.75127
0.434492,0,1.50278e+06,1.47616e+07,613.999,606.092,613.999,4.75048
0.434492,0,1.50278e+06,1.47617e+07,614,606.061,614,4.74968
0.434492,0,1.50278e+06,1.47617e+07,614,606.029,614,4.74889
0.434492,0,1.50277e+06,1.47617e+07,614,605.998,614,4.7481
0.434492,0,1.50277e+06,1.47617e+07,614,605.966,614,4.74731
0.434492,0,1.50277e+06,1.47617e+07,614,605.934,614,4.74652
0.434492,0,1.50276e+06,1.47618e+07,614,605.903,614,4.74572
0.434492,0,1.50276e+06,1.47618e+07,614,605.871,614,4.74493
0.434492,0,1.50276e+06,1.47618e+07,614,605.84,614,4.74414
0.434492,0,1.50275e+06,1.47618e+07,614,605.808,614,4.74335
0.434492,0,1.50275e+06,1.47619e+07,614,605.776,614,4.74255
0.434492,0,1.50275e+06,1.47619e+07,614.001,605.745,614.001,4.74177
0.434492,0,1.50274e+06,1.47619e+07,614.001,605.713,614.001,4.74098
0.434492,0,1.50274e+06,1.47619e+07,614.001,605.681,614.001,4.74019
0.434492,0,1.50274e+06,1.47619e+07,614.001,605.65,614.001,4.7394
0.434492,0,1.50273e+06,1.4762e+07,614.001,605.618,614.001,4.73861
0.434492,0,1.50273e+06,1.4762e+07,614.001,605.586,614.001,4.73782
0.434492,0,1.50273e+06,1.4762e+07,614.001,605.554,614.001,4.73703
0.434492,0,1.50272e+06,1.4762e+07,614.001,605.523,614.001,4.73625
0.434492,0,1.50272e+06,1.47621e+07,614.002,605.491,614.002,4.73546
0.434492,0,1.50272e+06,1.47621e+07,614.002,605.459,614.002,4.73467
0.434492,0,1.50271e+06,1.47621e+07,614.002,605.427,614.002,4.73388
0.434492,0,1.50271e+06,1.47621e+07,614.002,605.396,614.002,4.73309
0.434492,0,1.50271e+06,1.47621e+07,614.002,605.364,614.002,4.7323
0.434492,0,1.5027e+06,1.47622e+07,614.002,605.332,614.002,4.73152
0.434492,0,1.5027e+06,1.47622e+07,614.002,605.3,614.002,4.73073
0.434492,0,1.5027e+06,1.47622e+07,614.002,605.268,614.002,4.72995
0.434492,0,1.50269e+06,1.47622e+07,614.003,605.236,614.003,4.72916
0.434492,0,1.50269e+06,1.47623e+07,614.003,605.204,614.003,4.72838
0.434492,0,1.50269e+06,1.47623e+07,614.003,605.172,614.003,4.72759
0.434492,0,1.50268e+06,1.47623e+07,614.003,605.14,614.003,4.72681
0.434492,0,1.50268e+06,1.47623e+07,614.003,605.109,614.003,4.72602
0.434492,0,1.50268e+06,1.47623e+07,614.003,605.077,614.003,4.72524
0.434492,0,1.50267e+06,1.47624e+07,614.003,605.045,614.003,4.72445
0.434492,0,1.50267e+06,1.47624e+07,614.004,605.013,614.004,4.72367
0.434492,0,1.50267e+06,1.47624e+07,614.004,604.981,614.004,4.72288
0.434492,0,1.50266e+06,1.47624e+07,614.004,604.949,614.004,4.7221
0.434492,0,1.50266e+06,1.47625e+07,614.004,604.917,614.004,4.72132
0.434492,0,1.50266e+06,1.47625e+07,614.004,604.885,614.004,4.72053
0.434492,0,1.50265e+06,1.47625e+07,614.004,604.853,614.004,4.71975
0.434492,0,1.50265e+06,1.47625e+07,614.004,604.821,614.004,4.71897
0.434492,0,1.50265e+06,1.47625e+07,614.005,604.788,614.005,4.71819
0.434492,0,1.50264e+06,1.47626e+07,614.005,604.756,614.005,4.71741
0.434492,0,1.50264e+06,1.47626e+07,614.005,604.724,614.005,4.71663
0.434492,0,1.50264e+06,1.47626e+07,614.005,604.692,614.005,4.71585
0.434492,0,1.50263e+06,1.47626e+07,614.005,604.66,614.005,4.71506
0.434492,0,1.50263e+06,1.47627e+07,614.005,604.628,614.005,4.71428
0.434492,0,1.50263e+06,1.47627e+07,614.005,604.596,614.005,4.7135
0.434492,0,1.50262e+06,1.47627e+07,614.005,604.564,614.005,4.71272
0.434492,0,1.50262e+06,1.47627e+07,614.005,604.532,614.005,4.71194
0.434492,0,1.50262e+06,1.47628e+07,614.005,604.499,614.005,4.71116
0.434492,0,1.50261e+06,1.47628e+07,614.006,604.467,614.006,4.71038
0.434492,0,1.50261e+06,1.47628e+07,614.006,604.435,614.006,4.7096
0.434492,0,1.5026e+06,1.47628e+07,614.006,604.403,614.006,4.70882
0.434492,0,1.5026e+06,1.47628e+07,614.006,604.37,614.006,4.70805
0.434492,0,1.5026e+06,1.47629e+07,614.006,604.338,614.006,4.70727
0.434492,0,1.50259e+06,1.47629e+07,614.006,604.306,614.006,4.70649
0.434492,0,1.50259e+06,1.47629e+07,614.006,604.274,614.006,4.70571
0.434492,0,1.50259e+06,1.47629e+07,614.006,604.241,614.006,4.70493
0.434492,0,1.50258e+06,1.4763e+07,614.006,604.209,614.006,4.70416
0.434492,0,1.50258e+06,1.4763e+07,614.007,604.177,614.007,4.70338
0.434492,0,1.50258e+06,1.4763e+07,614.007,604.145,614.007,4.7026
0.434492,0,1.50257e+06,1.4763e+07,614.007,604.112,614.007,4.70182
0.434492,0,1.50257e+06,1.4763e+07,614.007,604.08,614.007,4.70104
0.434492,0,1.50257e+06,1.47631e+07,614.007,604.048,614.007,4.70027
0.434492,0,1.50257e+06,1.47631e+07,614.007,604.015,614.007,4.6995
0.434492,0,1.50256e+06,1.47631e+07,614.007,603.983,614.007,4.69872
0.434492,0,1.50256e+06,1.47631e+07,614.008,603.95,614.008,4.69795
0.434492,0,1.50256e+06,1.47632e+07,614.008,603.918,614.008,4.69717
0.434492,0,1.50255e+06,1.47632e+07,614.008,603.885,614.008,4.6964
0.434492,0,1.50255e+06,1.47632e+07,614.008,603.853,614.008,4.69563
0.434492,0,1.50255e+06,1.47632e+07,614.008,603.821,614.008,4.69485
0.434492,0,1.50254e+06,1.47633e+07,614.008,603.788,614.008,4.69408
0.434492,0,1.50254e+06,1.47633e+07,614.008,603.756,614.008,4.69331
0.434492,0,1.50254e+06,1.47633e+07,614.009,603.723,614.009,4.69253
0.434492,0,1.50254e+06,1.47634e+07,614.009,603.691,614.009,4.69176
0.434492,0,1.50253e+06,1.47634e+07,614.009,603.658,614.009,4.69098
0.434492,0,1.50253e+06,1.47634e+07,614.009,603.626,614.009,4.69021
0.434492,0,1.50253e+06,1.47634e+07,614.009,603.593,614.009,4.68944
0.434492,0,1.50252e+06,1.47635e+07,614.009,603.561,614.009,4.68867
0.434492,0,1.50252e+06,1.47635e+07,614.009,603.528,614.009,4.6879
0.434492,0,1.50252e+06,1.47635e+07,614.009,603.495,614.009,4.68713
0.434492,0,1.50251e+06,1.47635e+07,614.01,603.463,614.01,4.68636
0.434492,0,1.50251e+06,1.47636e+07,614.01,603.43,614.01,4.68559
0.434492,0,1.50251e+06,1.47636e+07,614.01,603.397,614.01,4.68482
0.434492,0,1.50251e+06,1.47636e+07,614.01,603.365,614.01,4.68405
0.434492,0,1.5025e+06,1.47636e+07,614.01,603.332,614.01,4.68328
0.434492,0,1.5025e+06,1.47637e+07,614.01,603.3,614.01,4.68251
0.434492,0,1.5025e+06,1.47637e+07,614.01,603.267,614.01,4.68174
0.434492,0,1.50249e+06,1.47637e+07,614.01,603.234,614.01,4.68097
0.434492,0,1.50249e+06,1.47637e+07,614.01,603.202,614.01,4.6802
0.434492,0,1.50249e+06,1.47638e+07,614.011,603.169,614.011,4.67943
0.434492,0,1.50249e+06,1.47638e+07,614.011,603.136,614.011,4.67867
